Company name,Company Domain Name,Website URL,Phone Number,City,State/Region,Postal Code,Country,Industry,Gewerk,Lead Score,MA-Schaetzung,MA-Konfidenz,Ansprechpartner,Aufhaenger,Fit-Signale,Quelle-URL,Lead-Status,Gefunden am,Land-Code
Rolf Strang Malermeister,malermeister-strang.de,https://www.malermeister-strang.de,+49 172 7923566,Köln,Nordrhein-Westfalen,50767,Germany,Construction,Maler & Lackierer,B,,niedrig,Rolf Strang (Inhaber / Malermeister),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","inhabergefuehrt, 28 Jahre am Markt | keine Social-Media, keine Online-Terminbuchung | nur Mobilnummer + Fax -> papier-/telefonlastige Prozesse | sehr schlichte, veraltete Website",https://www.malermeister-strang.de/,uebergeben,2026-07-14,DE
DOHM Metallbau GmbH,dohmmetallbau.de,https://www.dohmmetallbau.de/,02304 467789,Dortmund,Nordrhein-Westfalen,44289,Germany,Construction,Metallbau,B,,niedrig,Thomas Dohm (Inhaber/Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Metallbau-Kunden moderner.,"Sehr veraltete Website (Copyright 2013, Joomla) | Keine Online-Terminbuchung | Keine E-Mail auf der Website, kein CRM erkennbar | Keine Social-Media | inhabergefuehrt (Gelaender, Treppen, Tore)",https://www.dohmmetallbau.de/,neu,2026-07-14,DE
Metallbau Penkalla (Inh. Silvester Penkalla),metallbau-penkalla.de,https://www.metallbau-penkalla.de/,0177 3124511,Essen,Nordrhein-Westfalen,45359,Germany,Construction,Metallbau,B,,niedrig,Silvester Penkalla (Inhaber/Geschäftsführer),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","Veraltete Website (Copyright 2018) | Keine Online-Terminbuchung | Nur Mobilnummer und Gmail-Adresse als Kontakt | inhabergefuehrt, FB inaktiv | Gelaender, Tore/Tueren, Leichtmetallbau",https://www.metallbau-penkalla.de/,uebergeben,2026-07-14,DE
Metallbau Glandien (Inh. André Glandien),metallbau-glandien-bielefeld.de,https://metallbau-glandien-bielefeld.de/,0152 28747487,Bielefeld,Nordrhein-Westfalen,33649,Germany,Construction,Metallbau,B,,niedrig,André Glandien (Metallbauermeister / Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Offene Stellen: Metallbauer/Schlosser + Ausbildung (Wachstum) | Keine Online-Terminbuchung | inhabergefuehrter Meisterbetrieb, nur Mobilnummer | Balkone, Zaeune, Tueren/Tore, Treppen",https://metallbau-glandien-bielefeld.de/,neu,2026-07-14,DE
Metall-Manufaktur Münster GmbH,mm-muenster.de,https://www.mm-muenster.de/,02533 919483,Münster,Nordrhein-Westfalen,48161,Germany,Construction,Metallbau,B,,niedrig,Lukas Schaffernicht (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Veraltete/einfache Website | Keine Online-Terminbuchung | Karriereseite / Personalbedarf | Junges familiaeres Team, GmbH Muenster-Nienberge",https://www.mm-muenster.de/uber-uns/,uebergeben,2026-07-14,DE
Karl Ehlers Eisenbau,metallbau-ehlers.de,https://www.metallbau-ehlers.de/,0511 830801,Hannover,Niedersachsen,30519,Germany,Construction,Metallbau / Schlosserei / Kunstschmiede,B,,niedrig,Benjamin Ehlers (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Sehr traditionsreich & inhabergefuehrt (seit 1900, 4. Generation) | Veraltete Website | Offene Stelle | Keine Online-Terminbuchung | Keine Social-Media; Kunstschmiede/Metallbau",https://www.metallbau-ehlers.de/,uebergeben,2026-07-14,DE
Metallbau Klauenberg GmbH,metallbau-klauenberg.de,https://metallbau-klauenberg.de/,0531 691034,Braunschweig,Niedersachsen,38124,Germany,Construction,Metallbau,D,,niedrig,Lars Klauenberg (Geschäftsführer (6. Generation)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Keine Online-Terminbuchung | Offene Stellen / Ausbildungsplaetze | inhabergefuehrt & sehr lange am Markt (6. Generation) | Massgeschneiderte Metallkonstruktionen, eigenes Betriebsgelaende",https://metallbau-klauenberg.de/ueber-uns/,neu,2026-07-14,DE
"Gaschna – Sanitär, Heizung, Solar (Inh. Alexander Gaschna)",gaschna.de,https://www.gaschna.de/,+49 821 74822874,Augsburg,Bayern,86169,Germany,Construction,"SHK / Sanitär, Heizung, Klima- und Lüftungstechnik, Solar",B,~5,niedrig,Alexander Gaschna (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",inhabergefuehrter Kleinbetrieb | 2 offene Stellen (Anlagenmechaniker SHK + Ausbildung) = Wachstum/Personaldruck | keine Online-Terminbuchung sichtbar | Kontakt nur per Telefon/Formular,https://www.gaschna.de/about/,uebergeben,2026-07-14,DE
Reinhold Rieger GmbH,reinholdrieger-gmbh.de,https://reinholdrieger-gmbh.de/,+49 941 90207,Regensburg,Bayern,93051,Germany,Construction,"SHK / Sanitär, Bad, Heizung",B,~8,niedrig,Reinhold Rieger (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","inhabergefuehrte GmbH, GF-Name = Firmenname (moegliche Nachfolge-/Modernisierung) | t-online.de-Sammel-E-Mail = rudimentaeres IT-Setup | kleiner Betrieb trotz 3D-Badplaner | offene Jobs-Sektion",https://reinholdrieger-gmbh.de/impressum,uebergeben,2026-07-14,DE
Christoffer GmbH,christoffer-shk.de,https://www.christoffer-shk.de/,+49 931 43553,Würzburg,Bayern,97084,Germany,Construction,"SHK / Gas, Wasser, Heizung, Klima, Spenglerei",B,~15,niedrig,"Matthias Christoffer, Simon Christoffer (Geschäftsführer)","Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","4 offene Stellen (Kundendiensttechniker, Heizungsbau-Meister, Anlagenmechaniker, Azubi) = starker Wachstums-/Personaldruck | familiengefuehrt, >30 Jahre | eigener Kundendienst mit Notdienst = viele Termine/Disposition | Kontakt v.a. ueber Formular",https://www.christoffer-shk.de/impressum/,uebergeben,2026-07-14,DE
NIKO Sanitär- u. Heizungstechnik (Inh. Thomas Kollischan e.K.),xn--niko-heizung-sanitr-xwb.de,https://xn--niko-heizung-sanitr-xwb.de/,+49 911 4622937,Nürnberg,Bayern,90427,Germany,Construction,"SHK / Sanitär, Heizung, Bad, Lüftung",B,~5,niedrig,Thomas Kollischan (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",kleiner inhabergefuehrter Betrieb | web.de-Sammel-E-Mail = rudimentaeres IT-Setup | Online-Terminanfrage nur simpel | offene Jobs-Sektion,https://xn--niko-heizung-sanitr-xwb.de/impressum/,uebergeben,2026-07-14,DE
A. Kaufmann GmbH,a-kaufmann.de,https://a-kaufmann.de/,+49 841 9381818,Ingolstadt,Bayern,85051,Germany,Construction,"SHK / Heizungsbau, Bad, Gas-/Wasserinstallation, Elektro",B,~10,niedrig,Andreas Kaufmann (Geschäftsführer (Meister SHK + Elektrotechnik)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","inhabergefuehrte GmbH, >35 Jahre am Markt = Nachfolge-/Modernisierungsdruck | Meister fuer SHK UND Elektro = breites Spektrum, viel Koordination | Online-Terminanfrage nur simpel | Jobs-Sektion vorhanden",https://a-kaufmann.de/impressum/,neu,2026-07-14,DE
"Meister Bentenrieder – Heizung, Sanitär, Energie (Inh. Michael Bentenrieder)",meister-bentenrieder.de,https://www.meister-bentenrieder.de/,+49 160 94852677,Röhrmoos-Großinzemoos (Lkr. Dachau),Bayern,85244,Germany,Construction,"SHK / Sanitär, Heizung, Lüftung, regenerative Energien",B,~4,niedrig,Michael Bentenrieder (Inhaber (Installateur- und Heizungsbauermeister)),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für SHK/Installation-Kunden moderner.,"sehr kleiner inhabergefuehrter Meisterbetrieb (seit 2008) | keine Online-Terminbuchung, nur Kontaktformular | Mobilnummer als Hauptkontakt = wenig Buero-/Dispo-Struktur | Stellenangebote-Sektion vorhanden",https://www.meister-bentenrieder.de/meister-bentenrieder-impressum/,neu,2026-07-14,DE
Skaley-Haustechnik GmbH,skaley-haustechnik.de,https://skaley-haustechnik.de/,0331 20097170,Potsdam-Babelsberg,Brandenburg,14482,Germany,Construction,"SHK / Sanitär, Heizung, Klima",B,,niedrig,Marcel Skaley (Geschäftsführer (Dipl.-Ing. Gebäudetechnik)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Keine Online-Terminbuchung (nur Anruf/Kontaktformular) | Jobs- und Ausbildungsseite -> Personalbedarf | Inhabergefuehrter Familienbetrieb (3x Skaley, GF-Meister) | Kein Social-Media-Auftritt",https://skaley-haustechnik.de/impressum,neu,2026-07-14,DE
HSU-Technik (Meisterbetrieb Jeffrey Hsu),hsu-technik.berlin,https://www.hsu-technik.berlin/,030 65795463,Berlin (Wilmersdorf),Berlin,10717,Germany,Construction,"SHK / Heizung, Sanitär, Umwelt",B,,niedrig,Jeffrey Hsu (Inhaber / Meister),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für SHK/Installation-Kunden moderner.,Keine Online-Terminbuchung | Kein Social-Media-Auftritt | Inhabergefuehrter Kleinbetrieb (Meister) | Feste Servicezeiten 08-16 Uhr -> Erreichbarkeit begrenzt | Eigene Domain-Mail,https://www.hsu-technik.berlin/impressum,neu,2026-07-14,DE
Lars Thieme – Thieme Gas Wasser Heizung,thieme-shk.de,https://www.thieme-shk.de/,030 4495361,Berlin (Friedrichshain),Berlin,10247,Germany,Construction,SHK / Heizung-Sanitär-Gasinstallation,B,,niedrig,Lars Thieme (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Veraltete, nicht-responsive Website | Keine Online-Terminbuchung | Offene Stellen (Monteure gesucht) | Kein Social-Media | Einzelunternehmen, >30 Jahre inhabergefuehrt | Innungsmitglied + GASAG-Premium-Partner",https://www.thieme-shk.de/impressum,uebergeben,2026-07-14,DE
WWI Cottbus GmbH,wwi-cottbus.de,https://www.wwi-cottbus.de/,0355 49365450,Cottbus,Brandenburg,03042,Germany,Construction,"SHK / Heizung, Sanitär, Klima",B,,niedrig,Tom Höhne (Geschäftsführer (mit Rico Kleemann)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",Keine Online-Terminbuchung | Karriereseite/Personalbedarf | Inhabergefuehrte GmbH seit 2006 (2 GF) | Kein Social-Media-Link,https://www.wwi-cottbus.de/impressum,neu,2026-07-14,DE
Stefan Kriegs – Heizung Sanitär Gasgeräteservice,kriegs-heizung.de,https://www.kriegs-heizung.de/,03381 223944,Brandenburg an der Havel,Brandenburg,14774,Germany,Construction,"SHK / Sanitär, Heizung, Erneuerbare Energien",A,~10,mittel,Stefan Kriegs (Inhaber (Meisterbetrieb)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Offene Stellen (Anlagenmechaniker SHK + Azubis) | Keine Online-Terminbuchung (nur Kontaktformular) | Kein Social-Media | Inhabergefuehrt seit 2008, >10 MA (mehrere Kolonnen) | HWK Potsdam",https://www.kriegs-heizung.de/,uebergeben,2026-07-14,DE
"Peer Henning – Sanitär, Heizung, Klimatechnik",henning-shk.de,https://www.henning-shk.de/,03301 702804,Oranienburg,Brandenburg,16515,Germany,Construction,"SHK / Sanitär, Heizung, Klima",B,,niedrig,Peer Henning (Inhaber (Meisterbetrieb)),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für SHK/Installation-Kunden moderner.,"Veraltete Website (klassisches HTML, nicht responsiv) | Keine Online-Terminbuchung | Kein Social-Media | Inhabergefuehrt seit 1996 | Zertifiziert Gebaeudeenergieberater (Foerdergeschaeft/Waermepumpe)",https://www.henning-shk.de/impressum,neu,2026-07-14,DE
Matousch Haustechnik GmbH,matousch.at,https://www.matousch.at/,+43 662 4314160,Salzburg,Salzburg,5020,Austria,Construction,Installateur,A,~12,hoch,Horst Matousch / Gerlinde Putzer (Geschäftsführung),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Inhabergefuehrter Familienbetrieb, 3. Generation, >60 Jahre am Markt | 12 MA = mehrere Monteure/Kolonnen | Aktive offene Stellen -> Wachstum | Keine Online-Terminbuchung | Instagram + Facebook aktiv",https://matousch.at/impressum,uebergeben,2026-07-14,AT
smart-tronics GmbH,smart-tronics.at,https://www.smart-tronics.at/,+43 662 231140,Salzburg,Salzburg,5020,Austria,Construction,Elektrotechnik,B,,niedrig,Sebastian Mayrhofer (Geschäftsführer (Elektrotechnikmeister)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",Junger Meisterbetrieb (GmbH ~2023) in Wachstumsphase | Buerozeiten 'nur nach Vereinbarung' -> knappe Kapazitaet | Keine Online-Terminbuchung | Breites Spektrum (Elektro/Smart-Home/PV/Netzwerk) -> Steuerungsbedarf,https://www.smart-tronics.at/impressum,neu,2026-07-14,AT
Heidegger Installationen Gesellschaft m.b.H.,heidegger-installationen.at,https://www.heidegger-installationen.at/,+43 512 200290,Rum (Innsbruck-Land),Tirol,6063,Austria,Construction,Installateur,D,,niedrig,Romed Schaur / Christian Waldner (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Inhabergefuehrte GmbH, seit 1991 | Mehrere offene Stellen + Lehrlingsausbildung -> Personalaufbau | 24h-Notdienst -> Einsatzsteuerung relevant | Klassische Website ohne Online-Terminbuchung",https://www.heidegger-installationen.at/impressum,neu,2026-07-14,AT
Hetztech - Elektrotechnik (Benjamin Hetzenauer),hetztech.at,https://www.hetztech.at/,+43 664 2440706,Oberau/Wildschönau (Bezirk Kufstein),Tirol,6311,Austria,Construction,Elektrotechnik,B,,niedrig,Benjamin Hetzenauer (Inhaber),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Elektro-Kunden moderner.,"Junges Einzelunternehmen, Fokus PV/Energiemanagement | Kontakt v.a. per Handy/WhatsApp -> kein professionelles Termin-/Auftragssystem | Keine Online-Terminbuchung | Bedient Kufstein & Woergl -> Disposition relevant",https://www.hetztech.at/,neu,2026-07-14,AT
Manuel Muxel Elektrotechnik,muxel-elektrotechnik.at,https://muxel-elektrotechnik.at/,+43 650 2772041,Dornbirn,Vorarlberg,6850,Austria,Construction,Elektrotechnik,B,,niedrig,Manuel Muxel (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Einzelunternehmen mit hohem Digitalisierungsbedarf | Nur Handy + Instagram als Kontaktweg, keine Buchungsinfrastruktur | Keine Online-Terminbuchung | Junger Betrieb mit Wachstums-/Strukturierungspotenzial",https://muxel-elektrotechnik.at/impressum,neu,2026-07-14,AT
Sascha Installateur (Sasko Ilic e.U.),sascha-installateur.at,https://www.sascha-installateur.at/,+43 664 2614430,Bregenz,Vorarlberg,6900,Austria,Construction,Installateur,A,~1,mittel,Sascha (Sasko) Ilic (Inhaber),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","Ein-Personen-Betrieb mit 30 J. Erfahrung, inhabergefuehrt | Einfache Website, keine Online-Terminbuchung -> vermutlich Zettelwirtschaft | Rubrik 'Stellenangebote' -> latenter Einstellungsgedanke | 24/7-Service -> Erreichbarkeit/Disposition relevant",https://www.sascha-installateur.at/ubermich.html,uebergeben,2026-07-14,AT
W. Schwarz Gesellschaft m.b.H.,wasserschwarz.at,https://www.wasserschwarz.at/,+43 1 4921220,Wien,Wien,1160,Austria,Construction,Installateur,B,5-20,niedrig,Wilhelm Christian Schwarz / Wilhelm Thomas Schwarz (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für SHK/Installation-Kunden moderner.,"stark veraltete Website (alte .php-Struktur, separate m.-Mobilseite) | nur 'Online Anfrage'/Kontaktformular, keine echte Online-Terminbuchung | inhabergefuehrt, sehr lange am Markt (Firmenbuch seit 1974) | zwei Geschaeftsfuehrer/Generationenbetrieb",https://www.wasserschwarz.at/,uebergeben,2026-07-14,AT
Gas-Wasser-Heizung-Schrenk (Dominik Schrenk),gas-wasser-heizung-schrenk.at,https://gas-wasser-heizung-schrenk.at/,+43 664 5277729,Wien,Wien,1220,Austria,Construction,Installateur,A,1-5,mittel,Dominik Schrenk (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","junges Einzelunternehmen in Wachstumsphase | nur Kontaktformular, keine Online-Terminbuchung | ausschliesslich Handynummer als Kontakt | keine Social-Media-Praesenz | inhabergefuehrt",https://gas-wasser-heizung-schrenk.at/,uebergeben,2026-07-14,AT
Jürgen Böhm GmbH (Mein Installateur - Meisterbetrieb),boehm-installateur.com,https://www.boehm-installateur.com/,+43 2742 3666160,St. Pölten,Niederösterreich,3100,Austria,Construction,Installateur,B,10-20,niedrig,"Jürgen Böhm, Mst. (Geschäftsführer)","Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","offene Stellen / aktive Karriereseite | Terminvereinbarung nur per Kontaktformular, keine echte Online-Terminbuchung | inhabergefuehrt (GF = Namensgeber) | digital-affin (virtueller Bad-Showroom, Heizungsrechner) aber Prozess bricht bei Terminbuchung",https://www.boehm-installateur.com/impressum,uebergeben,2026-07-14,AT
NAVA Elektroinstallation GmbH,nava.at,https://www.nava.at/,+43 2622 24655,Wiener Neustadt,Niederösterreich,2700,Austria,Construction,Elektrotechnik,B,10-20,niedrig,Namik Vatansever (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","mehrere offene Stellen (Elektrotechniker, Lehrling, PV-Monteur) | Kontaktformular/Rueckruf/WhatsApp, aber keine Online-Terminbuchung | Familienbetrieb, inhabergefuehrt | mehrere Einsatzorte / eigene Monteure (Fuhrpark-Signal)",https://www.nava.at/impressum,uebergeben,2026-07-14,AT
Elektro Baumeister (Dieter Baumeister),elektro-bm.com,http://elektro-bm.com/,+43 660 1100110,Krems an der Donau,Niederösterreich,3500,Austria,Construction,Elektrotechnik,B,1-5,niedrig,Dieter Baumeister (Inhaber),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Elektro-Kunden moderner.,"sehr veraltete Website (http, schlichtes Layout) | nur Kontaktformular + Handy, keine Online-Terminbuchung | keine Social-Media-Praesenz | inhabergefuehrt, lange am Markt (gegruendet 1992)",http://elektro-bm.com/,uebergeben,2026-07-14,AT
Elektro Gradinger (Christian Gradinger),elektro-gradinger.at,https://www.elektro-gradinger.at/,+43 664 2851315,Eisenstadt,Burgenland,7000,Austria,Construction,Elektrotechnik,A,1-5,mittel,Christian Adalbert Gradinger (Inhaber),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","veraltete, schlichte Website | persoenliche ISP-Email (@speed.at) statt Firmendomain-Mail | nur Handy + Kontaktweg, keine Online-Terminbuchung | keine Social Media | 24/7 Stoerungsdienst (Erreichbarkeit als Thema)",https://www.elektro-gradinger.at/,uebergeben,2026-07-14,AT
Bau- u. Möbeltischlerei dos Santos,tischlerei-dossantos.de,https://www.tischlerei-dossantos.de/,+49 511 64211941,Hannover,Niedersachsen,30179,Germany,Construction,Tischler/Schreiner,B,,niedrig,José Rodrigues dos Santos (Inhaber / Tischlermeister & Holztechniker),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","Nutzt private Gmail-Adresse statt eigener Mail-Domain (typisch Kleinbetrieb, wenig Digitalisierung) | Keine Online-Terminbuchung, Kontakt nur Telefon/Formular | Inhabergefuehrt seit 2001 (>15 Jahre) | Breites Leistungsspektrum (Fenster, Tueren, Treppen, Innenausbau, Trockenbau, Ladenbau) bei kleiner Struktur -> hoher Organisationsaufwand",https://www.tischlerei-dossantos.de/,neu,2026-07-14,DE
Tischlerei Feldkamp,tischlerei-feldkamp.de,https://tischlerei-feldkamp.de/,+49 541 7507158,Osnabrück,Niedersachsen,49090,Germany,Construction,Tischler/Schreiner,C,,niedrig,,Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Tischler-Kunden moderner.,"Kontakt nur ueber Formular/Telefon/Mobil, keine Online-Terminbuchung | Inhabergefuehrter Meisterbetrieb (Personenmarke) | Breites Angebot (Moebel, Tueren, Bueromoebel, Restaurierungen) bei kleiner Struktur",https://tischlerei-feldkamp.de/,neu,2026-07-14,DE
Tischlerei Kretschmar,tischlereikretschmar.de,https://www.tischlereikretschmar.de/,+49 5850 1588,Neetze (Lkr. Lüneburg),Niedersachsen,,Germany,Construction,Tischler/Schreiner,A,~9,mittel,Jannis Kretschmar (Tischlermeister / Inhaber (Übernahme 2018)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","9-koepfiges Team -> Kernzielgruppe fuer Angebots-/Rechnungs-/Zeiterfassungssoftware | Kontakt nur per Formular, keine Online-Terminbuchung | Junger Inhaber (Uebernahme 2018), 4,9-Sterne Google -> wachstums-/qualitaetsorientiert | Leistungsspektrum 2023 um Malerarbeiten erweitert -> mehrere Gewerke/Baustellen (Baustellendoku)",https://www.tischlereikretschmar.de/,uebergeben,2026-07-14,DE
Tischlerei Gebken,tischlerei-gebken.de,https://tischlerei-gebken.de/,+49 162 1807903,Oldenburg,Niedersachsen,26131,Germany,Construction,Tischler/Schreiner,B,,niedrig,Steffen Gebken (Inhaber / Tischlermeister),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Tischler-Kunden moderner.,Nur Mobilnummer als Telefon -> sehr kleiner inhabergefuehrter Betrieb | Einfache/funktionale Website ohne moderne Features (Modernisierungsbedarf) | Keine Online-Terminbuchung | Fokus Massmoebel/Kuechen/Innenausbau -> viele Einzelangebote & Aufmasse,https://tischlerei-gebken.de/,neu,2026-07-14,DE
